10:43:58 INFO  httpx | HTTP Request: GET http://127.0.0.1:8000/api/contacts?size=1 "HTTP/1.1 200 OK"
10:43:58 INFO  tests.http | GET http://127.0.0.1:8000/api/contacts?size=1 -> 200 (8 ms)
10:43:58 INFO  httpx | HTTP Request: GET http://127.0.0.1:8000/api/campaigns/3/deliveries "HTTP/1.1 200 OK"
10:43:58 INFO  tests.http | GET http://127.0.0.1:8000/api/campaigns/3/deliveries -> 200 (7 ms)
10:43:58 INFO  httpx | HTTP Request: GET http://127.0.0.1:8000/api/segments/1 "HTTP/1.1 200 OK"
10:43:58 INFO  tests.http | GET http://127.0.0.1:8000/api/segments/1 -> 200 (6 ms)
10:43:58 INFO  httpx | HTTP Request: GET http://127.0.0.1:8000/api/campaigns/3 "HTTP/1.1 200 OK"
10:43:58 INFO  tests.http | GET http://127.0.0.1:8000/api/campaigns/3 -> 200 (8 ms)
10:43:58 INFO  httpx | HTTP Request: GET http://127.0.0.1:8000/api/analytics/campaigns/3 "HTTP/1.1 200 OK"
10:43:58 INFO  tests.http | GET http://127.0.0.1:8000/api/analytics/campaigns/3 -> 200 (7 ms)
